study,year,location,state,n_spray,brand_name,mean_sev,mean_yld,v_sev,v_yld,yld_check,v_yld_check,sev_check,v_sev_check,vi_yld,n2,n3,design
356,2018,PAULÍNIA,SP,3,PICO + CYPR,7.25,2349.75,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,PYRA + EPOX + FLUX,0.625,2541.5,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,AACHECK,72.25,1985.25,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,AZOX + BENZ,2.25,2436,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,TFLX + PROT,0.825,2457.25,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,BIXF + TFLX + PROT,0.17500000000000002,2574.75,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,PICO + TEBU,1.625,2504.5,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,TFLX + CYPR,6,2388.75,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
356,2018,PAULÍNIA,SP,3,PICO + BENZ,1,2593.25,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,2651.7339466089375,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,PICO + CYPR,41,2371.25,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,PYRA + EPOX + FLUX,29,2284,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,AACHECK,67.5,2072,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,AZOX + BENZ,32.5,2486.75,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,TFLX + PROT,27.5,2517.5,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,BIXF + TFLX + PROT,25,2659.75,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,PICO + TEBU,30,2483.5,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,TFLX + CYPR,32.5,2340.5,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
357,2018,LUCAS DO RIO VERDE,MT,3,PICO + BENZ,28.75,2507.75,6.535173160173162,16456.771825396896,2072,16456.771825396896,67.5,6.535173160173162,4114.192956349224,9,9,1
358,2018,DECIOLÂNDIA,MT,4,PICO + CYPR,42.25,2768,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,PYRA + EPOX + FLUX,20.9,2984.5,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,AACHECK,70.75,2266.25,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,AZOX + BENZ,45.75,2698.75,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,TFLX + PROT,19.325,3230.25,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,BIXF + TFLX + PROT,14.225,3180.25,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,PICO + TEBU,14.625,3043.5,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,TFLX + CYPR,44.625,2866,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
358,2018,DECIOLÂNDIA,MT,4,PICO + BENZ,25.475,2805.25,0.8341341991342132,32572.666486291422,2266.25,32572.666486291422,70.75,0.8341341991342132,8143.166621572856,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,PICO + CYPR,38.5,3157.5,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,PYRA + EPOX + FLUX,21,3387,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,AACHECK,75.75,2690.75,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,AZOX + BENZ,44.25,3141.25,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,TFLX + PROT,17,3363.75,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,BIXF + TFLX + PROT,13.875,3525.75,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,PICO + TEBU,19.75,3238.5,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,TFLX + CYPR,41.25,3110,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
359,2018,CAMPO NOVO DO PARECIS,MT,4,PICO + BENZ,23.875,3331.5,0.8222943722943636,24988.554653679683,2690.75,24988.554653679683,75.75,0.8222943722943636,6247.138663419921,9,9,1
360,2018,RIO VERDE,GO,4,PICO + CYPR,13.875,3926.75,1.0880284992785139,21621.470959595943,3354.25,21621.470959595943,52.875,1.0880284992785139,5405.367739898986,9,9,1
360,2018,RIO VERDE,GO,4,PYRA + EPOX + FLUX,6,4060.75,1.0880284992785139,21621.470959595943,3354.25,21621.470959595943,52.875,1.0880284992785139,5405.367739898986,9,9,1
360,2018,RIO VERDE,GO,4,AACHECK,52.875,3354.25,1.0880284992785139,21621.470959595943,3354.25,21621.470959595943,52.875,1.0880284992785139,5405.367739898986,9,9,1
360,2018,RIO VERDE,GO,4,AZOX + BENZ,15.625,3891.5,1.0880284992785139,21621.470959595943,3354.25,21621.470959595943,52.875,1.0880284992785139,5405.367739898986,9,9,1
360,2018,RIO VERDE,GO,4,TFLX + PROT,14.375,3896,1.0880284992785139,21621.470959595943,3354.25,21621.470959595943,52.875,1.0880284992785139,5405.367739898986,9,9,1
360,2018,RIO VERDE,GO,4,BIXF + TFLX + PROT,12.25,3883.25,1.0880284992785139,21621.470959595943,3354.25,21621.470959595943,52.875,1.0880284992785139,5405.367739898986,9,9,1
