study,year,location,state,n_spray,brand_name,mean_sev,mean_yld,v_sev,v_yld,yld_check,v_yld_check,sev_check,v_sev_check,log_sev,vi_sev,n2,n3,design
420,2020,SILVÂNIA,GO,4,AZOX + BENZ,8.35,4500,1.3939285714285716,58068.24444444437,2403,58068.24444444437,46.25,1.3939285714285716,2.122261538862764,0.004998130343248491,8,8,3
420,2020,SILVÂNIA,GO,4,TFLX + PROT,7.5,4445,1.3939285714285716,58068.24444444437,2403,58068.24444444437,46.25,1.3939285714285716,2.0149030205422647,0.0061952380952380965,8,8,3
420,2020,SILVÂNIA,GO,4,BIXF + TFLX + PROT,9.725,4791.75,1.3939285714285716,58068.24444444437,2403,58068.24444444437,46.25,1.3939285714285716,2.27469988950451,0.0036846929941741643,8,8,3
420,2020,SILVÂNIA,GO,4,TFLX + CYPR,12,3807.5,1.3939285714285716,58068.24444444437,2403,58068.24444444437,46.25,1.3939285714285716,2.4849066497880004,0.002420014880952381,8,8,3
420,2020,SILVÂNIA,GO,4,PICO + BENZ,8.35,4259.5,1.3939285714285716,58068.24444444437,2403,58068.24444444437,46.25,1.3939285714285716,2.122261538862764,0.004998130343248491,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,PICO + CYPR,11.35,3617.75,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,2.4292177439274116,0.00432584271393489,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,PYRA + EPOX + FLUX,11,4212,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,2.3978952727983707,0.0046055030827758464,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,AACHECK,53.75,2574.5,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,3.984343667007772,1.9288813343978448e-4,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,AZOX + BENZ,9.725,4265.25,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,2.27469988950451,0.005892277984056436,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,TFLX + PROT,9.375,4179,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,2.2380465718564744,0.006340447266313983,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,BIXF + TFLX + PROT,9.25,4608.25,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,2.224623551524334,0.006512968567022672,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,TFLX + CYPR,12.4,3882,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,2.517696472610991,0.0036242577589482134,8,8,3
421,2020,SÃO MIGUEL DO PASSA QUATRO,GO,4,PICO + BENZ,10.375,4188.5,2.2290634920635095,68445.64444444445,2574.5,68445.64444444445,53.75,2.2290634920635095,2.339399066116762,0.005177096221950377,8,8,3
422,2020,PLANALTINA,DF,3,PICO + CYPR,23.175,3580.25,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,3.1430741114519187,4.982366548192949e-4,8,8,3
422,2020,PLANALTINA,DF,3,PYRA + EPOX + FLUX,12.875,4012.25,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,2.5552874465497997,0.0016142867616145157,8,8,3
422,2020,PLANALTINA,DF,3,AACHECK,49.175,3185.75,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,3.8953853642751226,1.1065891902440344e-4,8,8,3
422,2020,PLANALTINA,DF,3,AZOX + BENZ,24.025,3474.25,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,3.1790949548563563,4.636052741076922e-4,8,8,3
422,2020,PLANALTINA,DF,3,TFLX + PROT,17.375,3847,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,2.8550323914508557,8.863914007540189e-4,8,8,3
422,2020,PLANALTINA,DF,3,BIXF + TFLX + PROT,11.85,3922.25,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,2.47232786758114,0.0019056294679859443,8,8,3
422,2020,PLANALTINA,DF,3,TFLX + CYPR,22.75,3616.5,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,3.1245651453969594,5.170259707151431e-4,8,8,3
422,2020,PLANALTINA,DF,3,PICO + BENZ,16.325,3730.25,1.070373015873025,36498.40793650803,3185.75,36498.40793650803,49.175,1.070373015873025,2.792697675162495,0.0010040810732165832,8,8,3
423,2020,CAMPO VERDE,MT,4,PICO + CYPR,31.75,3359,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,3.457892725338701,0.004532685382831084,8,8,3
423,2020,CAMPO VERDE,MT,4,PYRA + EPOX + FLUX,24.2,3137.5,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,3.186352633162641,0.007802114197681442,8,8,3
423,2020,CAMPO VERDE,MT,4,AACHECK,85.25,2571.5,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,4.445588116163626,6.287156331617595e-4,8,8,3
423,2020,CAMPO VERDE,MT,4,AZOX + BENZ,33.875,3120,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,3.522677279199865,0.0039818457014301305,8,8,3
423,2020,CAMPO VERDE,MT,4,TFLX + PROT,33.8,3057.5,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,3.520460802488973,0.003999536219609048,8,8,3
423,2020,CAMPO VERDE,MT,4,BIXF + TFLX + PROT,18.9,3259.75,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,2.9391619220655967,0.012791439653789538,8,8,3
423,2020,CAMPO VERDE,MT,4,TFLX + CYPR,33.65,3244,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,3.5160130560907366,0.004035272776731152,8,8,3
423,2020,CAMPO VERDE,MT,4,PICO + BENZ,21,3237.75,18.27692063492064,71705.68888888868,2571.5,71705.68888888868,85.25,18.27692063492064,3.044522437723423,0.010361066119569523,8,8,3
424,2020,CAMPO VERDE,MT,3,PICO + CYPR,38.25,3095.25,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,3.644143560272545,0.0064239300174196955,8,8,3
424,2020,CAMPO VERDE,MT,3,PYRA + EPOX + FLUX,39.5,3501,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,3.676300671907076,0.006023785362032433,8,8,3
424,2020,CAMPO VERDE,MT,3,AACHECK,65.5,2925.25,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,4.182050142641207,0.0021906907781856777,8,8,3
424,2020,CAMPO VERDE,MT,3,AZOX + BENZ,29.5,3283.25,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,3.3843902633457743,0.010799897858214424,8,8,3
424,2020,CAMPO VERDE,MT,3,TFLX + PROT,33.5,3405.75,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,3.5115454388310208,0.008374792703150905,8,8,3
424,2020,CAMPO VERDE,MT,3,BIXF + TFLX + PROT,36.5,3402.5,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,3.597312260588446,0.007054690269177034,8,8,3
424,2020,CAMPO VERDE,MT,3,TFLX + CYPR,36,3252.75,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,3.58351893845611,0.007252014746227703,8,8,3
424,2020,CAMPO VERDE,MT,3,PICO + BENZ,28.25,3247.25,37.59444444444441,34151.20079365079,2925.25,34151.20079365079,65.5,37.59444444444441,3.34109345759245,0.011776785791978828,8,8,3
425,2020,PEDRA PRETA,MT,4,PICO + CYPR,5,4114.25,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,1.6094379124341003,0.027214285714285618,8,8,3
425,2020,PEDRA PRETA,MT,4,PYRA + EPOX + FLUX,6,3995.75,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,1.791759469228055,0.018898809523809457,8,8,3
425,2020,PEDRA PRETA,MT,4,AACHECK,38.25,4023.25,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,3.644143560272545,4.6502261035132845e-4,8,8,3
425,2020,PEDRA PRETA,MT,4,AZOX + BENZ,7.25,3912.25,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,1.9810014688665833,0.012943774418209568,8,8,3
425,2020,PEDRA PRETA,MT,4,TFLX + PROT,5,4157.25,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,1.6094379124341003,0.027214285714285618,8,8,3
425,2020,PEDRA PRETA,MT,4,BIXF + TFLX + PROT,6.75,4251.5,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,1.9095425048844386,0.014932392710170436,8,8,3
425,2020,PEDRA PRETA,MT,4,TFLX + CYPR,5,3946,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,1.6094379124341003,0.027214285714285618,8,8,3
425,2020,PEDRA PRETA,MT,4,PICO + BENZ,6,4232,2.7214285714285618,45123.36904761902,4023.25,45123.36904761902,38.25,2.7214285714285618,1.791759469228055,0.018898809523809457,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,PICO + CYPR,26.5,3720,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,3.2771447329921766,0.008072547424096027,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,PYRA + EPOX + FLUX,21.25,3719.5,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,3.056356895370426,0.012554068215521517,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,AACHECK,67.5,3404.25,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,4.212127597878484,0.0012442132079169132,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,AZOX + BENZ,43.75,3421.5,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,3.7784916128036232,0.0029617352769679335,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,TFLX + PROT,20,3718.75,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,2.995732273553991,0.014172366071428587,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,BIXF + TFLX + PROT,13.325,3706,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,2.589641970051908,0.03192772083999837,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,TFLX + CYPR,25,3547,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,3.2188758248682006,0.009070314285714297,8,8,3
426,2020,PRIMAVERA DO LESTE,MT,3,PICO + BENZ,25,3790.25,22.67578571428574,78780.44920634973,3404.25,78780.44920634973,67.5,22.67578571428574,3.2188758248682006,0.009070314285714297,8,8,3
427,2020,FAXINAL,PR,4,PICO + CYPR,37,4133.75,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,3.6109179126442243,0.0064970375781186526,8,8,3
427,2020,FAXINAL,PR,4,PYRA + EPOX + FLUX,35.75,4199.25,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,3.5765502691400166,0.006959318847430728,8,8,3
427,2020,FAXINAL,PR,4,AACHECK,93.75,3363,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,4.54063166485052,0.001011990123456789,8,8,3
427,2020,FAXINAL,PR,4,AZOX + BENZ,68.75,3951.5,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,4.230476736546681,0.001881799816345269,8,8,3
427,2020,FAXINAL,PR,4,TFLX + PROT,12,4644.25,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,2.4849066497880004,0.06176697530864191,8,8,3
427,2020,FAXINAL,PR,4,BIXF + TFLX + PROT,6.25,4980,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,1.8325814637483102,0.22769777777777753,8,8,3
427,2020,FAXINAL,PR,4,TFLX + CYPR,56.25,4079,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,4.029806041084529,0.0028110836762688584,8,8,3
427,2020,FAXINAL,PR,4,PICO + BENZ,47,4130,35.57777777777774,62126.57777777751,3363,62126.57777777751,93.75,35.57777777777774,3.8501476017100584,0.0040264574216588665,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,PICO + CYPR,2.3,3439.5,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,0.8329091229351039,0.17841614906832298,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,PYRA + EPOX + FLUX,0.95,3477,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,-0.05129329438755058,1.0457855164226355,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,AACHECK,11.7,3280,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,2.4595888418037104,0.006894743433204972,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,AZOX + BENZ,1.225,3558.25,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,0.20294084399669038,0.628952222288332,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,TFLX + PROT,1.975,3554,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,0.6805683983530852,0.24196671778790024,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,BIXF + TFLX + PROT,1.075,3637.5,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,0.07232066157962608,0.816719462257591,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,TFLX + CYPR,3,3372.25,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,1.0986122886681098,0.10486904761904761,8,8,3
428,2020,LUÍS EDUARDO MAGALHÃES,BA,4,PICO + BENZ,0.375,3491.25,3.775285714285714,34700.91111111112,3280,34700.91111111112,11.7,3.775285714285714,-0.9808292530117262,6.711619047619047,8,8,3
379,2019,PRIMAVERA DO LESTE,MT,3,PICO + CYPR,49.7,3263.25,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,3.906004933102583,0.0025041162986794525,8,8,4
379,2019,PRIMAVERA DO LESTE,MT,3,PYRA + EPOX + FLUX,24.650000000000002,3525.25,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,3.204776900488699,0.0101796635710579,8,8,4
379,2019,PRIMAVERA DO LESTE,MT,3,AACHECK,69.8,2807.5,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,4.2456340097683265,0.0012695693443003607,8,8,4
379,2019,PRIMAVERA DO LESTE,MT,3,TFLX + PROT,17.8,3594,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,2.8791984572980396,0.019522133026780485,8,8,4
379,2019,PRIMAVERA DO LESTE,MT,3,BIXF + TFLX + PROT,15.375,3807,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,2.7327428136925818,0.026165981109467135,8,8,4
379,2019,PRIMAVERA DO LESTE,MT,3,PICO + TEBU,19.2,3722.75,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,2.954910279033736,0.016778951356893255,8,8,4
379,2019,PRIMAVERA DO LESTE,MT,3,TFLX + CYPR,46.35,3318.5,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,3.836221292011864,0.002879173228509746,8,8,4
379,2019,PRIMAVERA DO LESTE,MT,3,PICO + BENZ,39.725,3400,24.741570512820516,87456.68269230763,2807.5,87456.68269230763,69.8,24.741570512820516,3.6819807124227797,0.0039195793472857985,8,8,4
380,2019,PONTA GROSSA,PR,4,PICO + CYPR,20.5,4046.5,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,3.0204248861443626,0.004660741796375364,8,8,4
380,2019,PONTA GROSSA,PR,4,PYRA + EPOX + FLUX,23.75,3825.5,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,3.1675825304806504,0.0034724462979310745,8,8,4
380,2019,PONTA GROSSA,PR,4,AACHECK,76.75,3431.25,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,4.340553386467307,3.3251098514390547e-4,8,8,4
380,2019,PONTA GROSSA,PR,4,TFLX + PROT,23.75,3825.5,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,3.1675825304806504,0.0034724462979310745,8,8,4
380,2019,PONTA GROSSA,PR,4,BIXF + TFLX + PROT,13.5,4151.5,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,2.6026896854443837,0.010747197475592574,8,8,4
380,2019,PONTA GROSSA,PR,4,PICO + TEBU,27,4019.75,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,3.295836866004329,0.0026867993688981435,8,8,4
380,2019,PONTA GROSSA,PR,4,TFLX + CYPR,22.25,3896.75,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,3.1023420086122493,0.003956423158544117,8,8,4
380,2019,PONTA GROSSA,PR,4,PICO + BENZ,13.5,4151.5,7.8347069597069865,29160.0586080586,3431.25,29160.0586080586,76.75,7.8347069597069865,2.6026896854443837,0.010747197475592574,8,8,4
381,2019,LONDRINA,PR,3,PICO + CYPR,28.950000000000003,2522.5,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,3.3655702040190043,0.008631770705920338,8,8,4
381,2019,LONDRINA,PR,3,PYRA + EPOX + FLUX,25.425,2582.5,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,3.2357329419346237,0.011191160084747843,8,8,4
381,2019,LONDRINA,PR,3,AACHECK,76,2146.25,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,4.330733340286331,0.001252477252087708,8,8,4
381,2019,LONDRINA,PR,3,TFLX + PROT,28.924999999999997,2645.25,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,3.36470627307974,0.008646698105996243,8,8,4
381,2019,LONDRINA,PR,3,BIXF + TFLX + PROT,14.925,2840.75,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,2.703037659278666,0.03247643514303444,8,8,4
381,2019,LONDRINA,PR,3,PICO + TEBU,21,2495.5,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,3.044522437723423,0.016404327909429937,8,8,4
381,2019,LONDRINA,PR,3,TFLX + CYPR,30.925,2648.5,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,3.4315649182785517,0.007564454496786801,8,8,4
381,2019,LONDRINA,PR,3,PICO + BENZ,20.4,2616.5,28.93723443223441,45638.83836996332,2146.25,45638.83836996332,76,28.93723443223441,3.0155349008501706,0.017383478969767885,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,PICO + CYPR,53.125,3351,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,3.972647627244581,0.0037510678479536607,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,PYRA + EPOX + FLUX,55.875,3324.75,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,4.023117052933733,0.0033909214801967377,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,AACHECK,93.125,2576.75,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,4.5339426766997235,0.0012207317328708255,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,TFLX + PROT,35.625,3553.25,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,3.5730476385888146,0.00834147897859809,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,BIXF + TFLX + PROT,15.625,3699.5,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,2.7488721956224653,0.043362344322344315,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,PICO + TEBU,30,3545.5,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,3.4011973816621555,0.011762788715913715,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,TFLX + CYPR,57.5,3364.75,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,4.051784947803305,0.003201968951023771,8,8,4
386,2019,CHAPADÃO DO SUL,MS,4,PICO + BENZ,54.375,3285,42.34603937728937,65279.282051282076,2576.75,65279.282051282076,93.125,42.34603937728937,3.995904489408848,0.0035805872904564936,8,8,4
387,2019,PASSO FUNDO,RS,4,PICO + CYPR,32.5,4190.25,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,3.481240089335692,7.547088020460791e-4,8,8,4
387,2019,PASSO FUNDO,RS,4,PYRA + EPOX + FLUX,22.75,4699.75,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,3.1245651453969594,0.0015402220449919981,8,8,4
387,2019,PASSO FUNDO,RS,4,AACHECK,63.75,2551.25,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,4.154969184038536,1.961488466678775e-4,8,8,4
387,2019,PASSO FUNDO,RS,4,TFLX + PROT,25.625,4680.5,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,3.2435684374585723,0.001213999167598214,8,8,4
387,2019,PASSO FUNDO,RS,4,BIXF + TFLX + PROT,22.5,4623.25,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,3.1135153092103742,0.0015746393524171279,8,8,4
387,2019,PASSO FUNDO,RS,4,PICO + TEBU,21,4394.75,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,3.044522437723423,0.0018076217055808866,8,8,4
387,2019,PASSO FUNDO,RS,4,TFLX + CYPR,39.5,4018.75,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,3.676300671907076,5.109188733607889e-4,8,8,4
387,2019,PASSO FUNDO,RS,4,PICO + BENZ,19.75,4414,3.188644688644684,19388.13003663001,2551.25,19388.13003663001,63.75,3.188644688644684,2.9831534913471307,0.0020436754934431557,8,8,4
388,2019,CAFELÂNDIA,PR,4,PICO + CYPR,10.225,4698,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,2.3248357019288655,0.04365617126480587,8,8,4
388,2019,CAFELÂNDIA,PR,4,PYRA + EPOX + FLUX,10.700000000000001,5082.5,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,2.3702437414678608,0.039866189106843336,8,8,4
388,2019,CAFELÂNDIA,PR,4,AACHECK,30.1,4410.75,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,3.40452517175483,0.00503778102983686,8,8,4
388,2019,CAFELÂNDIA,PR,4,TFLX + PROT,19.525,5097,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,2.9716956957257494,0.01197264740753588,8,8,4
388,2019,CAFELÂNDIA,PR,4,BIXF + TFLX + PROT,11.175,5399.75,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,2.4136791404996325,0.036549144359603374,8,8,4
388,2019,CAFELÂNDIA,PR,4,PICO + TEBU,9.925,5007.25,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,2.295056826573254,0.046335221880400165,8,8,4
388,2019,CAFELÂNDIA,PR,4,TFLX + CYPR,17.225,4896,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,2.8463618168997225,0.015383452565502663,8,8,4
388,2019,CAFELÂNDIA,PR,4,PICO + BENZ,14.075,4957.5,18.257119963369977,31964.153388278446,4410.75,31964.153388278446,30.1,18.257119963369977,2.644400174025754,0.02303962843479328,8,8,4
389,2019,RIO VERDE,GO,3,PICO + CYPR,34,3321.25,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,3.5263605246161616,5.459679629770464e-4,8,8,4
389,2019,RIO VERDE,GO,3,PYRA + EPOX + FLUX,10.700000000000001,5082.5,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,2.3702437414678608,0.0055126121512923875,8,8,4
389,2019,RIO VERDE,GO,3,AACHECK,56.825,2935.5,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,4.039976369738607,1.9545469391971763e-4,8,8,4
389,2019,RIO VERDE,GO,3,TFLX + PROT,21.575,3788.25,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,3.0715352369694915,0.0013558866498502825,8,8,4
389,2019,RIO VERDE,GO,3,BIXF + TFLX + PROT,11.175,5399.75,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,2.4136791404996325,0.00505393823262388,8,8,4
389,2019,RIO VERDE,GO,3,PICO + TEBU,37.95,3129.5,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,3.636269503841639,4.3822932205815884e-4,8,8,4
389,2019,RIO VERDE,GO,3,TFLX + CYPR,35.525,3463.25,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,3.5702366739831644,5.000999604912662e-4,8,8,4
389,2019,RIO VERDE,GO,3,PICO + BENZ,26.7,3464.25,2.5245558608058625,26545.07326007324,2935.5,26545.07326007324,56.825,2.5245558608058625,3.2846635654062037,8.853244753068013e-4,8,8,4
390,2019,RIO VERDE,GO,4,PICO + CYPR,72.3,3180.5,3.920531135531116,62795.74496336993,1978,62795.74496336993,84,3.920531135531116,4.280824129164719,1.8750304342838813e-4,8,8,4
390,2019,RIO VERDE,GO,4,PYRA + EPOX + FLUX,19.125,3840.25,3.920531135531116,62795.74496336993,1978,62795.74496336993,84,3.920531135531116,2.9509963797125995,0.0026796744059335237,8,8,4
390,2019,RIO VERDE,GO,4,AACHECK,84,1978,3.920531135531116,62795.74496336993,1978,62795.74496336993,84,3.920531135531116,4.430816798843313,1.3890770746638025e-4,8,8,4
390,2019,RIO VERDE,GO,4,TFLX + PROT,47.975,3066.5,3.920531135531116,62795.74496336993,1978,62795.74496336993,84,3.920531135531116,3.8706800418937637,4.258483306080867e-4,8,8,4
390,2019,RIO VERDE,GO,4,BIXF + TFLX + PROT,32.7,3386.75,3.920531135531116,62795.74496336993,1978,62795.74496336993,84,3.920531135531116,3.487375077903208,9.166201721542135e-4,8,8,4
390,2019,RIO VERDE,GO,4,PICO + TEBU,65.57499999999999,3393.5,3.920531135531116,62795.74496336993,1978,62795.74496336993,84,3.920531135531116,4.1831945257529375,2.2793358296224487e-4,8,8,4
390,2019,RIO VERDE,GO,4,TFLX + CYPR,74.32499999999999,2863,3.920531135531116,62795.74496336993,1978,62795.74496336993,84,3.920531135531116,4.308447368884162,1.774251087698748e-4,8,8,4
