study,year,location,state,n_spray,brand_name,mean_sev,mean_yld,v_sev,v_yld,yld_check,v_yld_check,sev_check,v_sev_check,log_sev,vi_sev,n2,n3,design
342,2017,SORRISO,MT,4,PYRA + EPOX + FLUX,32.25,3508.5,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,3.4735180432417816,0.0011339685337642038,9,9,1
342,2017,SORRISO,MT,4,AACHECK,92.25,1838.25,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,4.524502282920636,1.3858865879635222e-4,9,9,1
342,2017,SORRISO,MT,4,AZOX + BENZ,39,2934.75,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,3.6635616461296463,7.754096963498568e-4,9,9,1
342,2017,SORRISO,MT,4,TFLX + PROT,38.25,3052.75,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,3.644143560272545,8.06116039573246e-4,9,9,1
342,2017,SORRISO,MT,4,BIXF + TFLX + PROT,30.25,3529.75,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,3.4094961844768505,0.001288871687068514,9,9,1
342,2017,SORRISO,MT,4,PICO + TEBU,43,2706.25,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,3.7612001156935624,6.378573002423646e-4,9,9,1
342,2017,SORRISO,MT,4,TFLX + CYPR,54.5,2582.25,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,3.9982007016691985,3.970703301567653e-4,9,9,1
342,2017,SORRISO,MT,4,PICO + BENZ,13.75,3689.5,4.717592592592529,21120.41367102411,1838.25,21120.41367102411,92.25,4.717592592592529,2.6210388241125804,0.006238138965411608,9,9,1
343,2017,PASSO FUNDO,RS,3,PICO + CYPR,54.85,4346,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,4.00460218672124,0.0011703516964771486,9,9,1
343,2017,PASSO FUNDO,RS,3,PYRA + EPOX + FLUX,31.7,4760.25,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,3.456316680883235,0.0035038953634374628,9,9,1
343,2017,PASSO FUNDO,RS,3,AACHECK,81.5,3894.25,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,4.400603020246817,5.300958879543336e-4,9,9,1
343,2017,PASSO FUNDO,RS,3,AZOX + BENZ,45.725,4469.5,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,3.8226451942769293,0.0016840780855022029,9,9,1
343,2017,PASSO FUNDO,RS,3,TFLX + PROT,25.325,5017.75,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,3.231792050134747,0.005489979778012663,9,9,1
343,2017,PASSO FUNDO,RS,3,BIXF + TFLX + PROT,24.5,5087.5,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,3.1986731175506815,0.005865938212019446,9,9,1
343,2017,PASSO FUNDO,RS,3,PICO + TEBU,47.65,4453.75,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,3.863882630100211,0.001550757330863126,9,9,1
343,2017,PASSO FUNDO,RS,3,TFLX + CYPR,39.725,4590.75,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,3.6819807124227797,0.0022312171584075204,9,9,1
343,2017,PASSO FUNDO,RS,3,PICO + BENZ,47.050000000000004,4528,14.084117647058688,11812.639161220142,3894.25,11812.639161220142,81.5,14.084117647058688,3.851210866031389,0.001590561248299928,9,9,1
344,2017,ENTRE RIOS,PR,3,PICO + CYPR,15.649999999999999,4716,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.750470916986162,4.5830601654682913e-4,9,9,1
344,2017,ENTRE RIOS,PR,3,PYRA + EPOX + FLUX,11,4756,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.3978952727983707,9.276814490718243e-4,9,9,1
344,2017,ENTRE RIOS,PR,3,AACHECK,75.475,3719,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,4.323801475592902,1.9705070771314104e-5,9,9,1
344,2017,ENTRE RIOS,PR,3,AZOX + BENZ,10.850000000000001,4558.25,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.384165079986469,9.53508932767234e-4,9,9,1
344,2017,ENTRE RIOS,PR,3,TFLX + PROT,12.5,4560.75,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.5257286443082556,7.183965141612207e-4,9,9,1
344,2017,ENTRE RIOS,PR,3,BIXF + TFLX + PROT,9.25,4710.5,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.224623551524334,0.0013119001354295484,9,9,1
344,2017,ENTRE RIOS,PR,3,PICO + TEBU,7.475,4575.25,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.01156411927675,0.0020089163268901377,9,9,1
344,2017,ENTRE RIOS,PR,3,TFLX + CYPR,19.5,4875.75,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.970414465569701,2.951990935902452e-4,9,9,1
344,2017,ENTRE RIOS,PR,3,PICO + BENZ,7.525,4440.25,0.44899782135076294,9217.789760348753,3719,9217.789760348753,75.475,0.44899782135076294,2.0182308106349396,0.0019823084573051637,9,9,1
345,2018,CAFELÂNDIA,PR,4,PICO + CYPR,22.525,4658.75,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,3.1146258034944014,0.008158374023284275,9,9,1
345,2018,CAFELÂNDIA,PR,4,PYRA + EPOX + FLUX,12.075,5121.6,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,2.4911371995386364,0.02838957769323113,9,9,1
345,2018,CAFELÂNDIA,PR,4,AACHECK,49.725,4164.125,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,3.9065078247400358,0.0016741086004387119,9,9,1
345,2018,CAFELÂNDIA,PR,4,AZOX + BENZ,9.125,5268,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,2.211017899468555,0.04971271300789039,9,9,1
345,2018,CAFELÂNDIA,PR,4,TFLX + PROT,23.425,4893.9,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,3.153803828124486,0.007543519407264034,9,9,1
345,2018,CAFELÂNDIA,PR,4,BIXF + TFLX + PROT,18.95,5146.875,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,2.9418039315284354,0.011526959904338243,9,9,1
345,2018,CAFELÂNDIA,PR,4,PICO + TEBU,14.4,4792.975,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,2.667228206581955,0.01996219193213553,9,9,1
345,2018,CAFELÂNDIA,PR,4,TFLX + CYPR,24.35,5041.175,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,3.192531849528599,0.0069812835894195666,9,9,1
345,2018,CAFELÂNDIA,PR,4,PICO + BENZ,6.15,5169.8,16.557440476190493,28668.992408730148,4164.125,28668.992408730148,49.725,16.557440476190493,1.8164520818184267,0.10944173756487866,9,9,1
346,2018,AMAMBAI,MS,3,PICO + CYPR,49.95,3259.5,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.9110225050945626,7.132690788568875e-4,9,9,1
346,2018,AMAMBAI,MS,3,PYRA + EPOX + FLUX,23.05,4255.5,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.1376657694426577,0.0033495195955611573,9,9,1
346,2018,AMAMBAI,MS,3,AACHECK,97.575,2742,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,4.580621313066679,1.8691633736565537e-4,9,9,1
346,2018,AMAMBAI,MS,3,AZOX + BENZ,32.9,3859.5,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.493472657771326,0.001644116494600597,9,9,1
346,2018,AMAMBAI,MS,3,TFLX + PROT,38.075,3750,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.6395578987812254,0.0012275651720125122,9,9,1
346,2018,AMAMBAI,MS,3,BIXF + TFLX + PROT,22.45,4201.5,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.1112906141882632,0.003530951007029989,9,9,1
346,2018,AMAMBAI,MS,3,PICO + TEBU,45.125,3523.5,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.8094364166530448,8.739567731595095e-4,9,9,1
346,2018,AMAMBAI,MS,3,TFLX + CYPR,47.025,3337.5,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.8506793751870942,8.047607262284026e-4,9,9,1
346,2018,AMAMBAI,MS,3,PICO + BENZ,30.125,4024.5,7.118432539682527,16254.510822510802,2742,16254.510822510802,97.575,7.118432539682527,3.405355391810819,0.0019609669364322314,9,9,1
347,2018,BONITO,MS,3,PICO + CYPR,50.15,3022.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.9150185144079446,5.11334139189359e-4,9,9,1
347,2018,BONITO,MS,3,PYRA + EPOX + FLUX,24,3739.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.1780538303479458,0.0022326681685405723,9,9,1
347,2018,BONITO,MS,3,AACHECK,99.325,2526,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,4.598397301700663,1.3035554706875178e-4,9,9,1
347,2018,BONITO,MS,3,AZOX + BENZ,34.9,3448.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.5524868292083815,0.001055834406186624,9,9,1
347,2018,BONITO,MS,3,TFLX + PROT,36.975,3415.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.6102420085968636,9.406548492631304e-4,9,9,1
347,2018,BONITO,MS,3,BIXF + TFLX + PROT,24.075,3766.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.181173957684189,0.0022187791312055847,9,9,1
347,2018,BONITO,MS,3,PICO + TEBU,43.975,3304.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.7836212906236217,6.650203999594682e-4,9,9,1
347,2018,BONITO,MS,3,TFLX + CYPR,45.05,3136.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.807772984054347,6.336611386679099e-4,9,9,1
347,2018,BONITO,MS,3,PICO + BENZ,31.9,3586.5,5.144067460317479,18269.465909090875,2526,18269.465909090875,99.325,5.144067460317479,3.462606009790799,0.0012637620159779974,9,9,1
348,2018,MARACAJU,MS,3,PICO + CYPR,38.3,3720,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,3.6454498961866,8.093439962905348e-4,9,9,1
348,2018,MARACAJU,MS,3,PYRA + EPOX + FLUX,14.5,4506,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,2.6741486494265287,0.005646699713287146,9,9,1
348,2018,MARACAJU,MS,3,AACHECK,85.025,2964,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,4.442945330893259,1.642242987970309e-4,9,9,1
348,2018,MARACAJU,MS,3,AZOX + BENZ,25.375,4167,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,3.2337644373619514,0.0018438203145427418,9,9,1
348,2018,MARACAJU,MS,3,TFLX + PROT,42.5,3604.5,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,3.7495040759303713,6.572836621279571e-4,9,9,1
348,2018,MARACAJU,MS,3,BIXF + TFLX + PROT,13.625,4522.5,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,2.6119063405493077,0.006395252196110752,9,9,1
348,2018,MARACAJU,MS,3,PICO + TEBU,34,3849,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,3.5263605246161616,0.001027005722074933,9,9,1
348,2018,MARACAJU,MS,3,TFLX + CYPR,34.075,3841.5,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,3.5285639775825963,0.001022489762478433,9,9,1
348,2018,MARACAJU,MS,3,PICO + BENZ,21.225,4266,4.74887445887449,16280.564935064964,2964,16280.564935064964,85.025,4.74887445887449,3.055179732197411,0.0026353317816565124,9,9,1
349,2018,NAVIRAÍ,MS,3,PICO + CYPR,13.375,3073.5,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,2.59338729278207,0.0017161235790122253,9,9,1
349,2018,NAVIRAÍ,MS,3,PYRA + EPOX + FLUX,3.35,3679.5,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,1.208960345836975,0.027355617698973832,9,9,1
349,2018,NAVIRAÍ,MS,3,AACHECK,33.35,2664,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,3.507057772361633,2.760224861722666e-4,9,9,1
349,2018,NAVIRAÍ,MS,3,AZOX + BENZ,5.5,3580.5,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,1.7047480922384253,0.010148708086834176,9,9,1
349,2018,NAVIRAÍ,MS,3,TFLX + PROT,9.3,3324,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,2.2300144001592104,0.0035495250274798686,9,9,1
349,2018,NAVIRAÍ,MS,3,BIXF + TFLX + PROT,2.7,3733.5,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,0.9932517730102834,0.04211226606676733,9,9,1
349,2018,NAVIRAÍ,MS,3,PICO + TEBU,11.7,3216,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,2.4595888418037104,0.002242665056810095,9,9,1
349,2018,NAVIRAÍ,MS,3,TFLX + CYPR,12.325,3142.5,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,2.5116297199287536,0.0020209812482370804,9,9,1
349,2018,NAVIRAÍ,MS,3,PICO + BENZ,3.3,3711,1.2279936785069354,10322.550270921103,2664,10322.550270921103,33.35,1.2279936785069354,1.1939224684724346,0.028190855796761605,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,PICO + CYPR,50.425000000000004,3547.5,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.9204870838402757,5.255323100245118e-4,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,PYRA + EPOX + FLUX,22.275,4966.5,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.103464973356873,0.0026931206516056082,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,AACHECK,100,2466,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,4.605170185988092,1.3362608225108197e-4,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,AZOX + BENZ,33.125,4233,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.5002882843063863,0.0012178097919642928,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,TFLX + PROT,38.15,4072.5,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.641525757730466,9.18125714361857e-4,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,BIXF + TFLX + PROT,22.675,4960.5,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.1212629960012004,0.002598942338734152,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,PICO + TEBU,42.5,3796.5,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.7495040759303713,7.397983792447445e-4,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,TFLX + CYPR,45.6,3732,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.8199077165203406,6.426308203056804e-4,9,9,1
350,2018,SÃO GABRIEL DO OESTE,MS,4,PICO + BENZ,28.725,4672.5,5.345043290043279,30577.18452380968,2466,30577.18452380968,100,5.345043290043279,3.3577678237348194,0.001619463487769901,9,9,1
351,2018,DECIOLÂNDIA,MT,3,PICO + CYPR,53.875,3743.25,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,3.9866665484239117,3.2426078248397637e-4,9,9,1
351,2018,DECIOLÂNDIA,MT,3,PYRA + EPOX + FLUX,15,4079.5,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,2.70805020110221,0.00418298661215319,9,9,1
351,2018,DECIOLÂNDIA,MT,3,AACHECK,93.375,3506.25,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,4.536623643452981,1.0794630053458982e-4,9,9,1
351,2018,DECIOLÂNDIA,MT,3,AZOX + BENZ,38.25,3768.25,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,3.644143560272545,6.432889830300945e-4,9,9,1
351,2018,DECIOLÂNDIA,MT,3,TFLX + PROT,23.825,3920.25,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,3.170735449540266,0.0016580711932772613,9,9,1
351,2018,DECIOLÂNDIA,MT,3,BIXF + TFLX + PROT,17.825,3928.75,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,2.8806019663003597,0.0029621695665454587,9,9,1
351,2018,DECIOLÂNDIA,MT,3,PICO + TEBU,20.125,3764,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,3.001962823304627,0.0023237917987348456,9,9,1
351,2018,DECIOLÂNDIA,MT,3,TFLX + CYPR,59.5,3782,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,4.085976312551584,2.658490184971309e-4,9,9,1
351,2018,DECIOLÂNDIA,MT,3,PICO + BENZ,27.125,3854.75,3.7646879509378706,48259.38293650781,3506.25,48259.38293650781,93.375,3.7646879509378706,3.3004558118606235,0.0012791736332265695,9,9,1
352,2018,SAPEZAL,MT,4,PICO + CYPR,7.75,2773.8,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,2.0476928433652555,0.01246296771791045,9,9,1
352,2018,SAPEZAL,MT,4,PYRA + EPOX + FLUX,5.25,2908.05,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,1.6582280766035324,0.027158530559891026,9,9,1
352,2018,SAPEZAL,MT,4,AACHECK,28.25,2557.7,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,3.34109345759245,9.379678891778482e-4,9,9,1
352,2018,SAPEZAL,MT,4,AZOX + BENZ,10.5,2778.3,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,2.3513752571634776,0.0067896326399727565,9,9,1
352,2018,SAPEZAL,MT,4,TFLX + PROT,6.5,3016.825,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,1.8718021769015913,0.017717325409633052,9,9,1
352,2018,SAPEZAL,MT,4,BIXF + TFLX + PROT,7,3031.675,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,1.9459101490553132,0.015276673439938703,9,9,1
352,2018,SAPEZAL,MT,4,PICO + TEBU,8.75,2732.375,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,2.169053700369523,0.009777071001560769,9,9,1
352,2018,SAPEZAL,MT,4,TFLX + CYPR,9.5,2839.425,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,2.2512917986064953,0.008294260371822675,9,9,1
352,2018,SAPEZAL,MT,4,PICO + BENZ,8,2809.825,2.9942279942279857,32158.264314574328,2557.7,32158.264314574328,28.25,2.9942279942279857,2.0794415416798357,0.011696203102453069,9,9,1
353,2018,NOVA MUTUM,MT,3,PICO + CYPR,6.25,3953.1,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,1.8325814637483102,0.014632623376623369,9,9,1
353,2018,NOVA MUTUM,MT,3,PYRA + EPOX + FLUX,3.5,4159.325,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,1.252762968495368,0.04666015107341635,9,9,1
353,2018,NOVA MUTUM,MT,3,AACHECK,19.5,3987.225,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,2.970414465569701,0.001503186983956214,9,9,1
353,2018,NOVA MUTUM,MT,3,AZOX + BENZ,4.25,4054.525,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,1.4469189829363254,0.03164494674875296,9,9,1
353,2018,NOVA MUTUM,MT,3,TFLX + PROT,0.6499999999999999,4438.375,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,-0.4307829160924544,1.352868285560593,9,9,1
353,2018,NOVA MUTUM,MT,3,BIXF + TFLX + PROT,1.15,4139.9,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,0.13976194237515863,0.43220177742862037,9,9,1
353,2018,NOVA MUTUM,MT,3,PICO + TEBU,4,3748,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,1.3862943611198906,0.035724178165584396,9,9,1
353,2018,NOVA MUTUM,MT,3,TFLX + CYPR,5,4136.475,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,1.6094379124341003,0.022863474025974013,9,9,1
353,2018,NOVA MUTUM,MT,3,PICO + BENZ,2.175,4550.175,2.2863474025974013,19367.408677850104,3987.225,19367.408677850104,19.5,2.2863474025974013,0.7770286645406473,0.12082692047020224,9,9,1
354,2018,CAMPO VERDE,MT,4,PICO + CYPR,47.225,2385,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,3.8549234133875734,0.004873972761381164,9,9,1
354,2018,CAMPO VERDE,MT,4,PYRA + EPOX + FLUX,18.2,3247,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,2.9014215940827497,0.03281589511733259,9,9,1
354,2018,CAMPO VERDE,MT,4,AACHECK,82.4,2032,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,4.411585436915426,0.0016009309752723579,9,9,1
354,2018,CAMPO VERDE,MT,4,AZOX + BENZ,24.85,2734.25,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,3.2128577525426376,0.017602495615407124,9,9,1
354,2018,CAMPO VERDE,MT,4,TFLX + PROT,45.4275,2483.5,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,3.816117648541075,0.005267315796790685,9,9,1
354,2018,CAMPO VERDE,MT,4,BIXF + TFLX + PROT,39.2325,2625.5,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,3.6695054849307387,0.007062119532702626,9,9,1
354,2018,CAMPO VERDE,MT,4,PICO + TEBU,38,2834.75,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,3.6375861597263857,0.0075276572705438,9,9,1
354,2018,CAMPO VERDE,MT,4,TFLX + CYPR,45.7,2494.5,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,3.822098297900159,0.00520468716568681,9,9,1
354,2018,CAMPO VERDE,MT,4,PICO + BENZ,14.399999999999999,3500.5,43.47974839466099,51066.68903318904,2032,51066.68903318904,82.4,43.47974839466099,2.667228206581955,0.052420607150198924,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,PICO + CYPR,25,3361.1,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,3.2188758248682006,0.005540187590187548,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,PYRA + EPOX + FLUX,12.25,3571.5,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,2.505525936990736,0.023074500583871504,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,AACHECK,53.25,2931.225,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,3.9749978045895347,0.0012211394542942424,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,AZOX + BENZ,15,3518.025,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,2.70805020110221,0.01538940997274319,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,TFLX + PROT,15.5,3649.975,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,2.740840023925201,0.014412558767397369,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,BIXF + TFLX + PROT,9.5,3818.025,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,2.2512917986064953,0.03836695007055089,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,PICO + TEBU,18.75,3587.475,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,2.9311937524164198,0.009849222382555641,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,TFLX + CYPR,22,3349.275,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,3.091042453358316,0.007154167859229789,9,9,1
355,2018,PRIMAVERA DO LESTE,MT,3,PICO + BENZ,10.5,3706.225,13.850468975468871,58833.82472402631,2931.225,58833.82472402631,53.25,13.850468975468871,2.3513752571634776,0.03140695912804733,9,9,1
356,2018,PAULÍNIA,SP,3,PICO + CYPR,7.25,2349.75,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,1.9810014688665833,0.006604030795469294,9,9,1
356,2018,PAULÍNIA,SP,3,PYRA + EPOX + FLUX,0.625,2541.5,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,-0.4700036292457356,0.8886383838383481,9,9,1
356,2018,PAULÍNIA,SP,3,AACHECK,72.25,1985.25,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,4.2801323269925415,6.64981250103528e-5,9,9,1
356,2018,PAULÍNIA,SP,3,AZOX + BENZ,2.25,2436,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,0.8109302162163288,0.06856777653073674,9,9,1
356,2018,PAULÍNIA,SP,3,TFLX + PROT,0.825,2457.25,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,-0.19237189264745613,0.5100082551872981,9,9,1
356,2018,PAULÍNIA,SP,3,BIXF + TFLX + PROT,0.17500000000000002,2574.75,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,-1.7429693050586228,11.334673263244234,9,9,1
356,2018,PAULÍNIA,SP,3,PICO + TEBU,1.625,2504.5,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,0.4855078157817008,0.13145538222460773,9,9,1
356,2018,PAULÍNIA,SP,3,TFLX + CYPR,6,2388.75,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,1.791759469228055,0.009642343574634855,9,9,1
356,2018,PAULÍNIA,SP,3,PICO + BENZ,1,2593.25,1.388497474747419,10606.93578643575,1985.25,10606.93578643575,72.25,1.388497474747419,0,0.34712436868685476,9,9,1
